building_name,unit_name,address,beds,baths,rent,sqft,availability,url,amenities
The Gopher Lodge,Gopher Lodge,1335 8th St SE Minneapolis MN 55414 United States,5,3,$3625.00,1850,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9555,"Air Conditioning, Fireplace, Flat-Screen TV, Oven, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer"
Makarios,1305,1307 SE 7th St Minneapolis MN 55414 USA,5,3,$3875.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/48486,"Oven, Refrigerator"
Makarios,1307,1307 SE 7th St Minneapolis MN 55414 USA,5,3,$3875.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/48486,"Oven, Refrigerator"
1097 - 1099 25th Ave SE Minneapolis MN 55414,1097/1099 25th,1097 25th Ave SE Minneapolis MN 55414,4,2,$2250.00,1400,Now,https://listings.umn.edu/city/minneapolis-mn/listing/38176,"Oven, Refrigerator"
Your Home on University Ave!,1121 University Ave SE,1121 University Ave SE Minneapolis MN 55414 USA,13,5,$600.00 - $645.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/109378,"Bedrooms Keyed Separately, Built-in Cabinets, Dishwasher, Granite Countertops, Hardwood Floors, Microwave, Oven, Refrigerator, Stainless Steel Kitchen Appliances, Washer & Dryer"
1201 8th Street SE - 2025 Fall Special - ALL UTILITIES PAID,What a Surprise!,1201 SE 8th St Minneapolis MN 55414,5,2,$3250.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/9588,"Carpet, Hardwood Floors, New Carpet, Oven, Refrigerator, Walking Distance to Class"
Urban Canopies LLC,DUPLEX,1074 14th Ave SE Minneapolis MN 55414 USA,4,2,$2600.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/108415,
1009 University Ave SE,1009 University,1009 University Ave SE Minneapolis MN 55414 USA,12,3,$700.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/235785,
1 bedroom311 7th Ave SE,,311 SE 7th Ave Minneapolis MN 55414 USA,2,1,$1150.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/26357,"Hardwood Floors, Oven, Refrigerator, Cats, Laundry On-Site, On Bus Line"
1212 8th St SE,#201,1212 SE 8th St Minneapolis MN 55414,6,3,$4500.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9569,"9 Foot Ceilings, Air Conditioning, Ample Closet Space, Bedrooms Keyed Separately, Hardwood Floors, Oven, Refrigerator, Walk-in Closet, Walking Distance to Class"
Elmwood Properties - 1720 Rollins Ave,House,1720 Rollins Avenue SE Minneapolis MN 55414 USA,4,2,$2800.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/9715,"Hardwood Floors, Oven, Refrigerator, Walking Distance to Class, Washer & Dryer, 24 Hour Emergency Maintenance, Cats, Dogs, Yard"
1070 26th Ave SE,,1070 26th Ave SE Minneapolis MN 55414,5,2,$2395.00,,09-03-2026,https://listings.umn.edu/city/minneapolis-mn/listing/115164,Fire Pit
877 21st Ave SE,877 21st Ave SE,877 21st Ave SE Minneapolis MN 55414 USA,4,2,$2500.00,1020,08-28-2026,https://listings.umn.edu/city/minneapolis-mn/listing/110628,"Built-in Cabinets, Ceiling Fans, Dishwasher, Hardwood Floors, Microwave, Oven, Porch, Refrigerator, Stainless Steel Kitchen Appliances, Washer & Dryer, No Pets Allowed, Yard"
1049 23rd Ave SE,,1049 23rd Ave SE Minneapolis MN 55414,5,2,$2395.00,,09-03-2026,https://listings.umn.edu/city/minneapolis-mn/listing/115163,"Air Conditioning, Fire Pit"
1046 16th Avenue SE,Unit 1,1046 16th Ave SE Minneapolis MN 55414 United States,4,2,$2700.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9583,"Dishwasher, Oven, Refrigerator, Walking Distance to Class"
1046 16th Avenue SE,Unit 2,1046 16th Ave SE Minneapolis MN 55414 United States,3,2,$2100.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9583,"Dishwasher, Oven, Refrigerator, Walking Distance to Class"
1019 20th Ave SE,5 Bed 2 Bath Home,1019 20th Ave SE Minneapolis MN 55414 USA,5,2,$2950.00,2600,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/233759,"Dishwasher, Hardwood Floors, Microwave, Oven, Refrigerator, Washer & Dryer"
"Dinkytown Rentals "" The Belgian Waffle""",1205 #1,1205 7th St SE Minneapolis MN 55414,5,3,$3950.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43518,"Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Custom Tile Backsplash, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, New Cabinets, New Windows, Oven, Private Entrance, Refrigerator, Sound Barrier Construction, Tile, Washer & Dryer, Laundry On-Site, Yard"
"Dinkytown Rentals "" The Belgian Waffle""",1205 #2,1205 7th St SE Minneapolis MN 55414,5,4,$4375.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/43518,"Air Conditioning, Bedrooms Keyed Separately, Ceiling Fans, Central Heat and Air Conditioning, Custom Tile Backsplash, Dishwasher, Fireplace, Flat-Screen TV, Keyless Entry, Microwave, New Cabinets, New Windows, Oven, Private Entrance, Refrigerator, Sound Barrier Construction, Tile, Washer & Dryer, Laundry On-Site, Yard"
1509 - 1511 Rollins Ave SE,1511 Rollins Ave,1509 Rollins Ave SE Minneapolis MN 55414,6,2.5,$4350.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/38217,"Dishwasher, Microwave, Oven, Porch, Refrigerator, Washer & Dryer"
1509 - 1511 Rollins Ave SE,1509 Rollins Ave,1509 Rollins Ave SE Minneapolis MN 55414,5,2.5,$3895.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/38217,"Dishwasher, Microwave, Oven, Porch, Refrigerator, Washer & Dryer"
320 13th Avenue SE,320,320 13th Ave SE Minneapolis MN 55414 United States,5,2,$3625.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9571,"Keyless Entry, Oven, Refrigerator, Walking Distance to Class, Washer & Dryer, Laundry On-Site"
5 Bedroom House! 3315 University Ave SE,,3315 University Ave SE Minneapolis MN 55414,5,2,Call For Price,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/77017,"Dining Room, Hardwood Floors"
915 21st Ave SE,915 21st Ave SE,915 21st Ave SE Minneapolis MN 55414 USA,7,2,$3600.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/117510,"Carpet, Dishwasher, Hardwood Floors, Oven, Parking Available, Refrigerator, Tile, Washer & Dryer"
1110 6th Street SE,#2,1110 6th St SE Minneapolis MN 55414 United States,7,2,$4550.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9584,"Oven, Porch, Refrigerator, Walking Distance to Class, Laundry On-Site"
1110 6th Street SE,#1,1110 6th St SE Minneapolis MN 55414 United States,2,1,$1300.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9584,"Oven, Porch, Refrigerator, Walking Distance to Class, Laundry On-Site"
710 11th Avenue SE Minneapolis MN 55414,,710 11th Ave SE Minneapolis MN 55414,3,1,$2250.00,,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/116188,
The Wolf Lodge,1,1323 8th St SE Minneapolis MN 55414 United States,5,3,$3500.00,1800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9554,"Air Conditioning, Fireplace, Flat-Screen TV, Oven, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer"
The Wolf Lodge,2,1323 8th St SE Minneapolis MN 55414 United States,5,3,$3500.00,1800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9554,"Air Conditioning, Fireplace, Flat-Screen TV, Oven, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer"
The Wolf Lodge,3,1323 8th St SE Minneapolis MN 55414 United States,5,3,$3500.00,1800,09-01-2026,https://listings.umn.edu/city/minneapolis-mn/listing/9554,"Air Conditioning, Fireplace, Flat-Screen TV, Oven, Refrigerator, Sound Barrier Construction, Walking Distance to Class, Washer & Dryer"
1064-66 16th Ave S,,1064 16th Ave S Minneapolis MN 55454 USA,3,1,$1425.00,,Now,https://listings.umn.edu/city/minneapolis-mn/listing/111850,"Built-in Cabinets, Hardwood Floors, Oven, Porch, Refrigerator"
